text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,gpt_migration,predicted_label
"The AfD will reverse the increasingly lax conditions for obtaining German citizenship and instead return to the legal situation that existed until 1990, i.e. the acquisition of German citizenship by birth as the child of at least one German parent and as a discretionary decision in the interests of the community.","The AfD will reverse the increasingly lax conditions for obtaining German citizenship and instead return to the legal situation that existed until 1990, i.e. the acquisition of German citizenship by birth as the child of at least one German parent and as a discretionary decision in the interests of the community.",608.2,,41953,2025,41953_2025_1319,608.2,1,cultural
"The following measures are necessary in the course of this: In the case of discretionary naturalization, the naturalizing authority must be guided by the fact that only naturalizations that strengthen the community through the addition of a loyal new citizen should be carried out.","The following measures are necessary in the course of this: In the case of discretionary naturalization, the naturalizing authority must be guided by the fact that only naturalizations that strengthen the community through the addition of a loyal new citizen should be carried out.",608.2,,41953,2025,41953_2025_1320,608.2,1,cultural
"Naturalization should only be possible after 10 years at the earliest, provided the best integration performance has been achieved.","Naturalization should only be possible after 10 years at the earliest, provided the best integration performance has been achieved.",608.2,,41953,2025,41953_2025_1321,608.2,1,cultural
"Multiple citizenships, apart from justified exceptions, in particular under common Union law, entail the risk of conflicts of loyalty and should therefore be ruled out again in future.","Multiple citizenships, apart from justified exceptions, in particular under common Union law, entail the risk of conflicts of loyalty and should therefore be ruled out again in future.",608.2,,41953,2025,41953_2025_1322,608.2,1,humanitarian
"We will abolish the acquisition of German citizenship by birth in Germany for children of foreign parents, as well as the right to naturalization due to long-term residence in Germany.","We will abolish the acquisition of German citizenship by birth in Germany for children of foreign parents, as well as the right to naturalization due to long-term residence in Germany.",601.1,,41953,2025,41953_2025_1323,601.1,1,cultural
Migration and the housing market,Migration and the housing market,H,,41953,2025,41953_2025_1324,H,1,economic
"In order to limit the housing shortage in areas with tight housing markets, especially for young families, the allocation of housing to persons entitled to asylum and even more so to asylum seekers in these residential areas should be limited to the maximum.","In order to limit the housing shortage in areas with tight housing markets, especially for young families, the allocation of housing to persons entitled to asylum and even more so to asylum seekers in these residential areas should be limited to the maximum.",601.1,,41953,2025,41953_2025_1325,601.1,1,humanitarian
"Similarly, no further allocation of asylum seekers or persons entitled to asylum should take place in hotspot districts that already have parallel or even counter-societies of over 25% non-EU migrants or suffer from increased crime, where integration has consequently already failed, especially not in the form of large-scale accommodation.","Similarly, no further allocation of asylum seekers or persons entitled to asylum should take place in hotspot districts that already have parallel or even counter-societies of over 25% non-EU migrants or suffer from increased crime, where integration has consequently already failed, especially not in the form of large-scale accommodation.",608.2,,41953,2025,41953_2025_1326,608.2,1,humanitarian
We reject any undermining of German building law through special regulations such as those in Section 246 of the German Building Code (BauGB) for the construction of accommodation for migrants who have previously entered the country illegally.,We reject any undermining of German building law through special regulations such as those in Section 246 of the German Building Code (BauGB) for the construction of accommodation for migrants who have previously entered the country illegally.,601.2,,41953,2025,41953_2025_1327,601.2,1,security
MODERATE AND SELECTED MIGRATION OF QUALIFIED SKILLED WORKERS,MODERATE AND SELECTED MIGRATION OF QUALIFIED SKILLED WORKERS,H,,41953,2025,41953_2025_1328,H,1,economic
"We welcome the immigration of qualified skilled workers, provided they can contribute to the success of our country and to strengthening Germany as a business location.","We welcome the immigration of qualified skilled workers, provided they can contribute to the success of our country and to strengthening Germany as a business location.",602.2,,41953,2025,41953_2025_1329,602.2,1,economic
